stimCategory,responseKey,condition,subject,trialNum
2,2,4,1,1
1,1,4,1,2
2,2,3,1,3
1,2,3,1,4
2,1,3,1,5
1,1,4,1,6
2,2,2,1,7
2,2,3,1,8
1,1,1,1,9
2,2,3,1,10
1,1,3,1,11
1,2,3,1,12
1,2,1,1,13
2,2,4,1,14
2,2,1,1,15
2,2,1,1,16
2,1,3,1,17
2,1,1,1,18
2,2,2,1,19
1,1,1,1,20
1,2,3,1,21
1,1,2,1,22
1,1,4,1,23
2,2,4,1,24
1,1,4,1,25
1,2,3,1,26
1,2,1,1,27
1,1,4,1,28
2,1,1,1,29
1,1,4,1,30
2,2,4,1,31
1,1,4,1,32
2,2,4,1,33
2,2,2,1,34
2,2,2,1,35
2,2,3,1,36
2,2,2,1,37
1,2,3,1,38
2,2,4,1,39
2,2,2,1,40
2,2,1,1,41
1,1,4,1,42
2,2,1,1,43
1,1,3,1,44
2,2,1,1,45
1,1,3,1,46
1,1,2,1,47
1,1,4,1,48
2,2,3,1,49
1,1,3,1,50
1,2,1,1,51
1,1,2,1,52
2,2,4,1,53
1,2,3,1,54
1,1,2,1,55
2,2,4,1,56
2,2,3,1,57
2,2,2,1,58
1,1,3,1,59
1,1,1,1,60
2,1,1,1,61
2,2,4,1,62
1,1,3,1,63
2,2,1,1,64
1,1,2,1,65
1,1,4,1,66
2,2,2,1,67
1,1,3,1,68
1,1,2,1,69
1,1,1,1,70
1,1,3,1,71
2,2,1,1,72
1,2,3,1,73
1,1,4,1,74
1,1,3,1,75
1,1,4,1,76
2,2,4,1,77
1,1,4,1,78
1,1,4,1,79
1,2,1,1,80
2,2,2,1,81
2,2,2,1,82
1,2,1,1,83
2,2,2,1,84
2,2,3,1,85
2,2,2,1,86
1,1,1,1,87
2,2,1,1,88
2,2,3,1,89
1,1,1,1,90
2,2,1,1,91
2,2,2,1,92
2,1,1,1,93
2,2,1,1,94
2,2,4,1,95
1,1,2,1,96
2,2,4,1,97
1,1,2,1,98
2,1,1,1,99
2,2,2,1,100
2,2,1,1,101
1,1,1,1,102
1,1,3,1,103
2,2,3,1,104
1,1,1,1,105
1,1,2,1,106
2,2,3,1,107
2,2,2,1,108
2,2,1,1,109
1,1,3,1,110
2,1,1,1,111
2,2,4,1,112
1,1,2,1,113
2,2,1,1,114
2,2,1,1,115
2,2,3,1,116
2,2,4,1,117
1,1,2,1,118
2,1,3,1,119
2,2,2,1,120
1,1,2,1,121
1,1,3,1,122
2,2,2,1,123
2,2,2,1,124
1,1,3,1,125
2,2,1,1,126
2,1,3,1,127
2,2,4,1,128
1,1,2,1,129
1,2,1,1,130
2,2,2,1,131
2,2,4,1,132
2,1,3,1,133
1,1,4,1,134
1,1,4,1,135
1,1,3,1,136
1,1,4,1,137
2,2,1,1,138
1,1,2,1,139
1,1,3,1,140
1,1,1,1,141
2,2,1,1,142
1,1,2,1,143
1,1,1,1,144
2,2,3,1,145
2,1,1,1,146
1,2,3,1,147
2,1,1,1,148
2,2,4,1,149
1,1,2,1,150
2,2,4,1,151
2,2,4,1,152
2,2,2,1,153
1,1,4,1,154
2,2,4,1,155
1,1,2,1,156
1,1,4,1,157
1,1,3,1,158
1,2,1,1,159
1,1,3,1,160
1,1,2,1,161
2,2,2,1,162
2,2,4,1,163
1,1,3,1,164
2,2,4,1,165
2,2,3,1,166
1,2,1,1,167
2,1,2,1,168
2,2,4,1,169
2,2,3,1,170
2,2,2,1,171
1,1,3,1,172
1,1,2,1,173
2,2,3,1,174
2,1,3,1,175
2,2,2,1,176
2,2,4,1,177
2,2,1,1,178
1,1,4,1,179
1,1,4,1,180
2,1,1,1,181
2,2,2,1,182
1,1,4,1,183
1,1,2,1,184
1,1,4,1,185
2,2,3,1,186
2,2,2,1,187
1,1,1,1,188
1,1,2,1,189
2,1,1,1,190
2,1,1,1,191
1,2,1,1,192
2,2,3,1,193
1,1,2,1,194
2,2,4,1,195
2,2,2,1,196
1,1,1,1,197
1,1,4,1,198
1,1,4,1,199
1,1,2,1,200
