stimCategory,responseKey,condition,subject,trialNum
2,2,4,5,1
1,1,3,5,2
1,1,2,5,3
2,2,3,5,4
2,2,3,5,5
2,1,1,5,6
1,2,1,5,7
1,1,3,5,8
2,2,1,5,9
1,1,3,5,10
1,1,3,5,11
2,2,1,5,12
1,1,2,5,13
2,2,4,5,14
2,2,4,5,15
2,1,3,5,16
1,1,1,5,17
2,2,4,5,18
2,2,3,5,19
2,2,4,5,20
2,2,4,5,21
2,2,2,5,22
2,2,2,5,23
1,1,2,5,24
2,2,2,5,25
1,2,1,5,26
2,1,3,5,27
1,1,2,5,28
1,1,2,5,29
1,1,3,5,30
2,2,1,5,31
1,1,2,5,32
1,1,3,5,33
1,1,4,5,34
2,2,2,5,35
2,2,3,5,36
2,2,3,5,37
1,1,4,5,38
1,2,3,5,39
1,1,2,5,40
2,2,4,5,41
2,1,3,5,42
1,1,2,5,43
1,1,3,5,44
1,1,3,5,45
2,1,1,5,46
2,2,1,5,47
1,1,4,5,48
2,2,4,5,49
1,1,2,5,50
1,1,4,5,51
1,1,2,5,52
2,1,1,5,53
2,2,2,5,54
2,2,4,5,55
1,2,1,5,56
2,2,3,5,57
2,2,1,5,58
1,1,2,5,59
1,1,3,5,60
1,1,4,5,61
1,1,4,5,62
2,2,3,5,63
1,1,1,5,64
1,1,1,5,65
1,2,1,5,66
2,2,2,5,67
2,2,3,5,68
1,1,3,5,69
1,1,2,5,70
2,2,2,5,71
2,1,1,5,72
2,1,1,5,73
2,2,3,5,74
2,2,4,5,75
1,1,1,5,76
1,1,3,5,77
1,2,1,5,78
2,2,3,5,79
1,1,1,5,80
1,1,1,5,81
2,2,2,5,82
2,1,3,5,83
2,2,4,5,84
1,1,2,5,85
1,1,2,5,86
2,2,1,5,87
2,2,1,5,88
1,1,2,5,89
2,1,1,5,90
1,2,1,5,91
1,1,4,5,92
2,2,3,5,93
2,2,4,5,94
2,2,4,5,95
1,1,4,5,96
2,1,1,5,97
1,1,3,5,98
1,1,3,5,99
1,1,3,5,100
2,2,4,5,101
1,2,3,5,102
2,2,4,5,103
1,2,1,5,104
2,2,4,5,105
2,2,4,5,106
2,2,2,5,107
1,2,1,5,108
1,1,2,5,109
1,1,2,5,110
1,1,1,5,111
1,1,3,5,112
2,1,1,5,113
1,1,3,5,114
2,2,4,5,115
2,2,1,5,116
2,1,1,5,117
1,1,2,5,118
1,2,1,5,119
1,1,3,5,120
1,1,2,5,121
1,1,2,5,122
2,2,3,5,123
2,2,2,5,124
1,1,4,5,125
1,1,3,5,126
2,2,4,5,127
1,1,3,5,128
2,2,2,5,129
2,2,3,5,130
1,1,3,5,131
2,2,4,5,132
1,1,2,5,133
2,2,4,5,134
1,1,2,5,135
1,1,2,5,136
1,1,2,5,137
2,2,1,5,138
1,1,4,5,139
1,1,1,5,140
1,1,1,5,141
1,1,4,5,142
2,2,4,5,143
2,2,1,5,144
2,2,4,5,145
1,1,4,5,146
2,1,1,5,147
1,1,2,5,148
2,2,2,5,149
2,2,4,5,150
2,2,2,5,151
2,2,4,5,152
1,1,4,5,153
2,2,3,5,154
2,2,2,5,155
1,1,2,5,156
1,1,1,5,157
2,2,3,5,158
2,2,2,5,159
2,2,3,5,160
2,1,1,5,161
1,1,4,5,162
1,1,3,5,163
2,2,3,5,164
1,1,4,5,165
2,2,4,5,166
1,2,3,5,167
1,1,4,5,168
2,2,1,5,169
2,2,2,5,170
2,2,3,5,171
1,1,4,5,172
2,2,3,5,173
2,2,4,5,174
1,1,2,5,175
1,1,1,5,176
2,1,1,5,177
2,2,1,5,178
1,2,1,5,179
1,1,4,5,180
2,2,4,5,181
1,1,2,5,182
2,2,4,5,183
1,2,1,5,184
1,1,2,5,185
1,1,1,5,186
1,1,1,5,187
2,2,3,5,188
1,1,3,5,189
1,1,4,5,190
2,2,2,5,191
2,1,1,5,192
2,2,4,5,193
2,2,3,5,194
1,1,2,5,195
2,2,2,5,196
2,2,2,5,197
1,1,2,5,198
2,1,1,5,199
2,2,4,5,200
