stimCategory,responseKey,condition,subject,trialNum
2,2,4,10,1
2,2,3,10,2
1,1,4,10,3
1,2,3,10,4
2,2,2,10,5
1,1,2,10,6
2,1,1,10,7
2,2,2,10,8
1,2,3,10,9
1,2,4,10,10
1,2,4,10,11
2,2,1,10,12
2,1,4,10,13
2,1,1,10,14
1,1,1,10,15
2,1,3,10,16
1,2,3,10,17
2,2,1,10,18
2,2,2,10,19
1,1,1,10,20
2,1,3,10,21
2,2,2,10,22
2,2,3,10,23
1,1,3,10,24
1,2,3,10,25
1,2,4,10,26
2,2,2,10,27
1,1,2,10,28
1,2,4,10,29
2,2,2,10,30
1,2,3,10,31
1,2,3,10,32
1,1,2,10,33
1,2,1,10,34
2,1,3,10,35
1,1,2,10,36
1,1,4,10,37
1,1,4,10,38
2,2,1,10,39
1,1,2,10,40
2,2,2,10,41
1,1,1,10,42
1,2,1,10,43
1,1,1,10,44
1,2,3,10,45
2,1,3,10,46
1,1,2,10,47
1,2,1,10,48
2,1,3,10,49
1,1,4,10,50
2,2,4,10,51
1,1,2,10,52
1,1,4,10,53
2,2,2,10,54
1,1,4,10,55
1,1,3,10,56
1,2,3,10,57
1,1,2,10,58
2,1,4,10,59
1,1,2,10,60
2,2,4,10,61
1,1,1,10,62
2,2,2,10,63
1,2,3,10,64
1,2,1,10,65
2,2,4,10,66
2,2,4,10,67
2,1,3,10,68
2,2,1,10,69
2,1,4,10,70
2,2,4,10,71
1,1,2,10,72
2,2,4,10,73
2,2,4,10,74
2,2,2,10,75
2,2,4,10,76
2,2,2,10,77
1,1,2,10,78
2,2,3,10,79
2,2,3,10,80
1,2,1,10,81
1,1,4,10,82
2,2,1,10,83
2,2,1,10,84
1,1,2,10,85
2,2,2,10,86
1,2,3,10,87
1,2,1,10,88
2,2,2,10,89
1,2,4,10,90
1,1,2,10,91
2,2,4,10,92
2,2,1,10,93
2,1,3,10,94
2,2,3,10,95
2,1,3,10,96
2,2,1,10,97
2,2,4,10,98
1,2,3,10,99
2,2,2,10,100
1,1,1,10,101
2,2,1,10,102
1,1,4,10,103
1,1,2,10,104
1,1,1,10,105
1,1,2,10,106
2,1,3,10,107
2,2,1,10,108
2,1,3,10,109
2,2,2,10,110
1,2,1,10,111
2,1,3,10,112
1,2,4,10,113
2,2,4,10,114
1,1,1,10,115
2,2,3,10,116
2,1,1,10,117
2,2,2,10,118
2,2,4,10,119
2,2,2,10,120
2,1,4,10,121
2,2,2,10,122
2,2,2,10,123
2,2,1,10,124
1,1,4,10,125
2,2,2,10,126
2,2,4,10,127
2,1,3,10,128
2,1,3,10,129
2,1,4,10,130
2,2,4,10,131
1,1,2,10,132
2,1,3,10,133
2,2,3,10,134
2,2,1,10,135
1,1,1,10,136
1,1,4,10,137
1,2,3,10,138
1,2,4,10,139
1,1,2,10,140
1,1,4,10,141
1,1,4,10,142
1,2,3,10,143
1,1,2,10,144
1,2,4,10,145
1,1,2,10,146
1,2,4,10,147
1,1,2,10,148
1,1,3,10,149
2,1,3,10,150
1,2,4,10,151
1,1,1,10,152
2,2,1,10,153
1,1,3,10,154
2,2,1,10,155
2,2,1,10,156
1,1,3,10,157
1,2,1,10,158
2,2,3,10,159
1,1,3,10,160
1,2,3,10,161
2,1,3,10,162
1,1,2,10,163
2,2,4,10,164
2,2,2,10,165
2,2,2,10,166
2,2,4,10,167
2,2,4,10,168
2,2,1,10,169
1,2,3,10,170
2,1,4,10,171
2,2,1,10,172
2,1,3,10,173
1,1,2,10,174
2,2,4,10,175
2,2,2,10,176
1,1,1,10,177
1,1,3,10,178
2,2,4,10,179
2,2,1,10,180
2,2,1,10,181
2,2,2,10,182
1,1,4,10,183
1,1,2,10,184
2,2,2,10,185
2,1,1,10,186
2,2,2,10,187
2,1,1,10,188
2,2,1,10,189
2,1,3,10,190
2,1,1,10,191
2,2,1,10,192
2,1,1,10,193
2,1,1,10,194
2,2,2,10,195
1,2,1,10,196
1,2,1,10,197
1,1,4,10,198
1,1,3,10,199
2,1,3,10,200
