stimCategory,responseKey,condition,subject,trialNum
2,2,4,9,1
1,2,1,9,2
1,1,4,9,3
2,2,2,9,4
1,1,4,9,5
1,1,3,9,6
1,1,1,9,7
1,1,2,9,8
2,2,4,9,9
1,1,3,9,10
1,1,2,9,11
2,2,3,9,12
2,2,1,9,13
1,2,2,9,14
1,1,3,9,15
1,1,1,9,16
2,2,1,9,17
2,2,3,9,18
1,1,4,9,19
2,2,4,9,20
2,2,1,9,21
2,2,3,9,22
1,1,2,9,23
1,1,4,9,24
2,1,1,9,25
2,2,1,9,26
1,1,2,9,27
1,1,1,9,28
1,2,3,9,29
1,1,2,9,30
1,1,2,9,31
2,1,2,9,32
2,2,2,9,33
2,2,1,9,34
1,2,3,9,35
2,1,2,9,36
1,1,2,9,37
2,2,2,9,38
1,1,2,9,39
1,1,1,9,40
2,2,3,9,41
1,2,3,9,42
1,1,4,9,43
1,2,1,9,44
2,1,1,9,45
1,1,3,9,46
1,1,1,9,47
2,2,3,9,48
2,2,2,9,49
2,1,2,9,50
1,1,2,9,51
2,2,4,9,52
1,1,4,9,53
2,2,1,9,54
2,2,1,9,55
1,1,4,9,56
1,1,2,9,57
1,1,3,9,58
1,1,3,9,59
2,2,4,9,60
2,2,3,9,61
1,1,2,9,62
2,1,3,9,63
2,2,3,9,64
1,1,1,9,65
2,1,1,9,66
2,2,1,9,67
1,1,4,9,68
1,1,2,9,69
1,2,3,9,70
1,1,4,9,71
1,2,3,9,72
2,1,3,9,73
2,2,3,9,74
1,1,4,9,75
2,2,4,9,76
1,1,2,9,77
1,1,4,9,78
1,1,2,9,79
2,2,4,9,80
1,2,2,9,81
2,2,1,9,82
1,1,4,9,83
1,1,4,9,84
2,2,4,9,85
1,1,3,9,86
2,2,4,9,87
2,2,2,9,88
2,2,3,9,89
1,1,4,9,90
1,1,4,9,91
2,2,4,9,92
2,2,2,9,93
2,2,2,9,94
2,2,3,9,95
2,2,2,9,96
2,1,3,9,97
1,1,2,9,98
1,2,1,9,99
2,2,2,9,100
2,2,2,9,101
1,2,1,9,102
1,1,4,9,103
2,2,1,9,104
1,1,3,9,105
2,2,2,9,106
2,2,2,9,107
2,2,4,9,108
2,2,4,9,109
2,2,2,9,110
1,1,2,9,111
1,1,3,9,112
2,2,4,9,113
2,2,3,9,114
1,1,4,9,115
2,2,1,9,116
1,1,3,9,117
2,2,3,9,118
2,2,1,9,119
2,2,4,9,120
1,1,2,9,121
2,1,1,9,122
1,1,1,9,123
2,2,1,9,124
2,2,3,9,125
2,2,4,9,126
1,2,3,9,127
2,1,1,9,128
1,1,1,9,129
2,2,3,9,130
1,1,2,9,131
1,2,3,9,132
2,2,4,9,133
1,1,4,9,134
1,2,3,9,135
1,2,3,9,136
1,2,3,9,137
2,2,4,9,138
1,2,1,9,139
2,2,2,9,140
1,2,2,9,141
2,2,3,9,142
2,2,1,9,143
2,2,1,9,144
2,1,3,9,145
2,1,1,9,146
1,1,2,9,147
1,1,3,9,148
2,2,2,9,149
2,2,4,9,150
1,1,4,9,151
2,2,4,9,152
1,1,1,9,153
2,1,3,9,154
1,1,2,9,155
2,2,3,9,156
2,1,3,9,157
2,2,1,9,158
2,2,4,9,159
1,2,1,9,160
1,1,2,9,161
2,2,1,9,162
1,1,4,9,163
1,1,4,9,164
1,1,4,9,165
1,2,2,9,166
2,2,4,9,167
1,1,2,9,168
2,1,3,9,169
1,1,1,9,170
1,1,3,9,171
2,2,2,9,172
1,1,1,9,173
1,1,4,9,174
1,1,4,9,175
1,1,4,9,176
2,1,3,9,177
2,2,2,9,178
1,1,4,9,179
1,1,1,9,180
2,2,1,9,181
1,1,1,9,182
2,1,1,9,183
2,2,3,9,184
1,1,2,9,185
1,1,4,9,186
2,1,1,9,187
1,1,1,9,188
1,2,1,9,189
2,2,3,9,190
2,2,2,9,191
2,2,1,9,192
1,1,1,9,193
2,2,4,9,194
2,2,3,9,195
1,2,1,9,196
1,1,3,9,197
2,2,2,9,198
2,2,4,9,199
1,1,2,9,200
