stimCategory,responseKey,condition,subject,trialNum
2,2,3,4,1
2,2,1,4,2
2,2,3,4,3
2,2,2,4,4
2,2,1,4,5
2,2,4,4,6
1,2,4,4,7
1,1,4,4,8
1,2,4,4,9
1,2,1,4,10
2,2,4,4,11
1,2,2,4,12
1,1,1,4,13
2,1,3,4,14
2,2,1,4,15
1,2,4,4,16
2,2,2,4,17
2,1,1,4,18
1,1,2,4,19
1,1,1,4,20
1,1,1,4,21
1,2,3,4,22
1,2,3,4,23
2,2,4,4,24
1,1,2,4,25
2,2,2,4,26
1,2,1,4,27
2,2,1,4,28
1,1,2,4,29
1,2,4,4,30
2,2,4,4,31
1,2,3,4,32
1,2,2,4,33
2,1,4,4,34
1,2,2,4,35
1,2,3,4,36
1,1,3,4,37
2,2,3,4,38
1,1,4,4,39
2,1,3,4,40
2,2,2,4,41
2,1,4,4,42
1,1,2,4,43
2,2,4,4,44
1,1,4,4,45
2,2,4,4,46
2,1,3,4,47
1,2,4,4,48
1,2,4,4,49
2,2,1,4,50
1,1,2,4,51
1,1,1,4,52
2,2,1,4,53
1,2,2,4,54
1,1,3,4,55
1,1,2,4,56
2,2,1,4,57
1,1,2,4,58
2,2,1,4,59
1,1,4,4,60
2,1,3,4,61
1,1,3,4,62
2,2,3,4,63
1,1,1,4,64
1,2,4,4,65
2,2,1,4,66
2,1,3,4,67
2,2,1,4,68
1,1,4,4,69
1,1,3,4,70
1,1,2,4,71
2,1,4,4,72
2,1,3,4,73
1,2,3,4,74
1,1,3,4,75
2,1,4,4,76
2,2,1,4,77
1,1,2,4,78
1,2,4,4,79
2,1,1,4,80
2,1,3,4,81
2,2,1,4,82
1,2,4,4,83
2,1,4,4,84
2,1,3,4,85
1,1,2,4,86
1,1,2,4,87
1,1,3,4,88
2,1,3,4,89
2,2,2,4,90
1,1,2,4,91
1,1,2,4,92
2,2,3,4,93
1,2,4,4,94
2,1,2,4,95
2,1,4,4,96
1,1,2,4,97
1,2,3,4,98
2,1,4,4,99
1,2,2,4,100
1,1,1,4,101
2,1,1,4,102
2,2,2,4,103
1,1,3,4,104
1,1,4,4,105
2,2,3,4,106
1,1,3,4,107
1,2,1,4,108
1,2,4,4,109
1,1,4,4,110
2,2,2,4,111
2,1,2,4,112
1,2,4,4,113
2,1,3,4,114
2,2,2,4,115
2,1,1,4,116
2,2,1,4,117
1,1,2,4,118
1,2,3,4,119
2,2,4,4,120
1,1,1,4,121
2,1,4,4,122
1,1,2,4,123
1,1,2,4,124
1,1,2,4,125
1,1,4,4,126
2,1,3,4,127
1,2,3,4,128
1,2,2,4,129
1,1,1,4,130
2,1,3,4,131
2,1,2,4,132
1,2,4,4,133
2,2,1,4,134
2,1,4,4,135
1,1,4,4,136
2,2,1,4,137
2,2,1,4,138
1,2,4,4,139
2,2,1,4,140
2,1,3,4,141
2,1,3,4,142
2,1,1,4,143
2,2,1,4,144
1,1,2,4,145
1,2,4,4,146
2,2,4,4,147
1,1,1,4,148
1,1,2,4,149
2,2,4,4,150
2,2,1,4,151
1,2,4,4,152
2,2,1,4,153
2,2,2,4,154
2,2,2,4,155
2,2,1,4,156
1,1,4,4,157
1,1,1,4,158
2,2,1,4,159
2,2,1,4,160
1,2,1,4,161
2,2,3,4,162
2,2,2,4,163
1,2,4,4,164
1,2,1,4,165
1,1,1,4,166
1,1,2,4,167
2,1,3,4,168
2,2,2,4,169
1,2,3,4,170
1,1,2,4,171
2,1,1,4,172
2,2,1,4,173
1,1,2,4,174
1,1,2,4,175
1,1,4,4,176
2,2,4,4,177
1,2,3,4,178
1,1,3,4,179
1,1,3,4,180
1,2,2,4,181
1,1,1,4,182
1,1,4,4,183
1,2,3,4,184
2,2,2,4,185
1,2,3,4,186
2,1,2,4,187
1,2,4,4,188
1,1,2,4,189
2,2,1,4,190
2,2,2,4,191
1,1,3,4,192
2,1,3,4,193
1,1,1,4,194
1,2,3,4,195
2,2,3,4,196
1,1,3,4,197
1,2,1,4,198
2,2,3,4,199
1,1,4,4,200
